mgrname,mgrno,rdate,prdate,cusip,shares,no,change,stkname,ticker,indcode,prc,shrout1
BERKSHIRE HATHAWAY INC.,8350,09/30/2003,06/30/2003,89102710,1938179,0,,TORCHMARK CORP,TMK,119,40.64,114
BERKSHIRE HATHAWAY INC.,8350,09/30/2003,06/30/2003,90329340,6500000,0,,U S G CORP,USG,109,17.24,43
BERKSHIRE HATHAWAY INC.,8350,09/30/2003,06/30/2003,93964010,1727765,1727765,,WASHINGTON POST CO,WPO,127,665.00,8
BERKSHIRE HATHAWAY INC.,8350,09/30/2003,06/30/2003,94974610,56448380,0,2845000,WELLS FARGO & CO NEW,WFC,105,51.50,1680
BERKSHIRE HATHAWAY INC.,8350,09/30/2003,06/30/2003,95081710,5703087,0,,WESCO FINL CORP,WSC,124,339.97,7
BERKSHIRE HATHAWAY INC.,8350,09/30/2003,06/30/2003,98939010,167055,0,,ZENITH NATL INS CORP,ZNT,119,27.82,19
BERKSHIRE HATHAWAY INC.,8350,12/31/2003,09/30/2003,02581610,151610700,0,,AMERICAN EXPRESS CO,AXP,105,48.23,1286
BERKSHIRE HATHAWAY INC.,8350,12/31/2003,09/30/2003,02971210,3232000,0,,AMERICAN STD COS INC DEL,ASD,122,100.70,73
BERKSHIRE HATHAWAY INC.,8350,12/31/2003,09/30/2003,05301510,1415700,0,-233300,AUTOMATIC DATA PROCESSING IN,ADP,108,39.61,594
BERKSHIRE HATHAWAY INC.,8350,12/31/2003,09/30/2003,09367110,14610900,0,-1388300,BLOCK H & R INC,HRB,114,55.37,180
BERKSHIRE HATHAWAY INC.,8350,12/31/2003,09/30/2003,19121610,200000000,0,,COCA COLA CO,KO,106,50.75,2452
BERKSHIRE HATHAWAY INC.,8350,12/31/2003,09/30/2003,20033410,1489414,0,3039,COMDISCO HLDG CO INC,CDCO,120,40.00,4
BERKSHIRE HATHAWAY INC.,8350,12/31/2003,09/30/2003,22160K10,5254000,0,,COSTCO WHSL CORP NEW,COST,129,37.18,458
BERKSHIRE HATHAWAY INC.,8350,12/31/2003,09/30/2003,26000310,2000000,0,-1129300,DOVER CORP,DOV,122,39.75,203
BERKSHIRE HATHAWAY INC.,8350,12/31/2003,09/30/2003,31996310,8000000,0,,FIRST DATA CORP,FDC,108,41.09,729
BERKSHIRE HATHAWAY INC.,8350,12/31/2003,09/30/2003,36473010,3456600,0,-180200,GANNETT INC,GCI,127,89.16,271
BERKSHIRE HATHAWAY INC.,8350,12/31/2003,09/30/2003,36476010,15000000,0,-5000000,GAP INC DEL,GPS,132,23.21,896
BERKSHIRE HATHAWAY INC.,8350,12/31/2003,09/30/2003,37576610,96000000,0,,GILLETTE CO,G,117,36.73,1012
BERKSHIRE HATHAWAY INC.,8350,12/31/2003,09/30/2003,40411910,15476500,0,-2424200,HCA INC,HCA,116,42.96,475
BERKSHIRE HATHAWAY INC.,8350,12/31/2003,09/30/2003,46284610,5018500,0,,IRON MTN INC PA,IRM,134,39.54,85
BERKSHIRE HATHAWAY INC.,8350,12/31/2003,09/30/2003,55261F10,6708760,0,,M & T BK CORP,MTB,105,98.30,120
BERKSHIRE HATHAWAY INC.,8350,12/31/2003,09/30/2003,61536910,24000000,0,,MOODYS CORP,MCO,114,60.55,149
BERKSHIRE HATHAWAY INC.,8350,12/31/2003,09/30/2003,62475610,2446900,0,-34000,MUELLER INDS INC,MLI,124,34.36,34
BERKSHIRE HATHAWAY INC.,8350,12/31/2003,09/30/2003,65410610,6000000,0,,NIKE INC,NKE,132,68.46,165
BERKSHIRE HATHAWAY INC.,8350,12/31/2003,09/30/2003,68989910,1867500,0,,OUTBACK STEAKHOUSE INC,OSI,115,44.21,75
BERKSHIRE HATHAWAY INC.,8350,12/31/2003,09/30/2003,71646E10,659000,0,,PETROCHINA CO LTD,PTR,112,57.05,
BERKSHIRE HATHAWAY INC.,8350,12/31/2003,09/30/2003,81211K10,1123800,0,,SEALED AIR CORP NEW,SEE,118,54.14,85
BERKSHIRE HATHAWAY INC.,8350,12/31/2003,09/30/2003,82028K20,22000000,0,,SHAW COMMUNICATIONS INC,SJR,131,15.61,220
BERKSHIRE HATHAWAY INC.,8350,12/31/2003,09/30/2003,86791410,5806300,0,,SUNTRUST BKS INC,STI,105,71.50,282
BERKSHIRE HATHAWAY INC.,8350,12/31/2003,09/30/2003,89102710,1938179,0,,TORCHMARK CORP,TMK,119,45.54,113
BERKSHIRE HATHAWAY INC.,8350,12/31/2003,09/30/2003,90329340,6500000,0,,U S G CORP,USG,109,16.57,43
BERKSHIRE HATHAWAY INC.,8350,12/31/2003,09/30/2003,93964010,1727765,0,,WASHINGTON POST CO,WPO,127,791.40,8
BERKSHIRE HATHAWAY INC.,8350,12/31/2003,09/30/2003,94974610,56448380,0,,WELLS FARGO & CO NEW,WFC,105,58.89,1692
BERKSHIRE HATHAWAY INC.,8350,12/31/2003,09/30/2003,95081710,5703087,0,,WESCO FINL CORP,WSC,124,352.00,7
BERKSHIRE HATHAWAY INC.,8350,12/31/2003,09/30/2003,98939010,157055,0,-10000,ZENITH NATL INS CORP,ZNT,119,32.55,19
BERKSHIRE HATHAWAY INC.,8350,03/31/2004,12/31/2003,02581610,151610700,0,,AMERICAN EXPRESS CO,AXP,105,51.85,1290
BERKSHIRE HATHAWAY INC.,8350,03/31/2004,12/31/2003,02971210,3232000,0,,AMERICAN STD COS INC DEL,ASD,122,113.75,72
BERKSHIRE HATHAWAY INC.,8350,03/31/2004,12/31/2003,09367110,14350600,0,-260300,BLOCK H & R INC,HRB,114,51.03,175
BERKSHIRE HATHAWAY INC.,8350,03/31/2004,12/31/2003,19121610,200000000,0,,COCA COLA CO,KO,106,50.30,2445
BERKSHIRE HATHAWAY INC.,8350,03/31/2004,12/31/2003,20033410,1489430,0,16,COMDISCO HLDG CO INC,CDCO,120,37.00,4
BERKSHIRE HATHAWAY INC.,8350,03/31/2004,12/31/2003,22160K10,5254000,0,,COSTCO WHSL CORP NEW,COST,129,37.61,459
BERKSHIRE HATHAWAY INC.,8350,03/31/2004,12/31/2003,31996310,8000000,0,,FIRST DATA CORP,FDC,108,42.16,888
BERKSHIRE HATHAWAY INC.,8350,03/31/2004,12/31/2003,36473010,3456600,0,,GANNETT INC,GCI,127,88.14,273
BERKSHIRE HATHAWAY INC.,8350,03/31/2004,12/31/2003,36476010,15000000,0,,GAP INC DEL,GPS,132,21.92,898
BERKSHIRE HATHAWAY INC.,8350,03/31/2004,12/31/2003,37576610,96000000,0,,GILLETTE CO,G,117,39.10,1007
BERKSHIRE HATHAWAY INC.,8350,03/31/2004,12/31/2003,40411910,15476500,0,,HCA INC,HCA,116,40.62,475
BERKSHIRE HATHAWAY INC.,8350,03/31/2004,12/31/2003,46284610,5018500,0,,IRON MTN INC PA,IRM,134,44.63,86
BERKSHIRE HATHAWAY INC.,8350,03/31/2004,12/31/2003,55261F10,6708760,0,,M & T BK CORP,MTB,105,89.85,119
BERKSHIRE HATHAWAY INC.,8350,03/31/2004,12/31/2003,61536910,24000000,0,,MOODYS CORP,MCO,114,70.80,150
BERKSHIRE HATHAWAY INC.,8350,03/31/2004,12/31/2003,62475610,2446900,0,,MUELLER INDS INC,MLI,124,33.99,35
BERKSHIRE HATHAWAY INC.,8350,03/31/2004,12/31/2003,65410610,6000000,0,,NIKE INC,NKE,132,77.87,172
BERKSHIRE HATHAWAY INC.,8350,03/31/2004,12/31/2003,68989910,1818800,0,-48700,OUTBACK STEAKHOUSE INC,OSI,115,48.70,75
BERKSHIRE HATHAWAY INC.,8350,03/31/2004,12/31/2003,71646E10,659000,0,,PETROCHINA CO LTD,PTR,112,51.10,
BERKSHIRE HATHAWAY INC.,8350,03/31/2004,12/31/2003,81211K10,1123800,0,,SEALED AIR CORP NEW,SEE,125,49.73,85
BERKSHIRE HATHAWAY INC.,8350,03/31/2004,12/31/2003,82028K20,22000000,0,,SHAW COMMUNICATIONS INC,SJR,131,16.40,220
BERKSHIRE HATHAWAY INC.,8350,03/31/2004,12/31/2003,86791410,5806300,0,,SUNTRUST BKS INC,STI,105,69.71,282
BERKSHIRE HATHAWAY INC.,8350,03/31/2004,12/31/2003,89102710,1938179,0,,TORCHMARK CORP,TMK,119,53.79,112
BERKSHIRE HATHAWAY INC.,8350,03/31/2004,12/31/2003,90329340,6500000,0,,U S G CORP,USG,109,17.49,43
BERKSHIRE HATHAWAY INC.,8350,03/31/2004,12/31/2003,93964010,1727765,1727765,,WASHINGTON POST CO,WPO,127,884.41,8
BERKSHIRE HATHAWAY INC.,8350,03/31/2004,12/31/2003,94974610,56448380,0,,WELLS FARGO & CO NEW,WFC,105,56.67,1700
BERKSHIRE HATHAWAY INC.,8350,03/31/2004,12/31/2003,95081710,5703087,0,,WESCO FINL CORP,WSC,124,387.00,7
BERKSHIRE HATHAWAY INC.,8350,03/31/2004,12/31/2003,98939010,126855,0,-30200,ZENITH NATL INS CORP,ZNT,119,39.20,19
BERKSHIRE HATHAWAY INC.,8350,06/30/2004,03/31/2004,02581610,151610700,0,,AMERICAN EXPRESS CO,AXP,105,51.38,1278
BERKSHIRE HATHAWAY INC.,8350,06/30/2004,03/31/2004,02971210,10497900,0,801900,AMERICAN STD COS INC DEL,ASD,122,40.31,215
BERKSHIRE HATHAWAY INC.,8350,06/30/2004,03/31/2004,09367110,14350600,0,,BLOCK H & R INC,HRB,114,47.68,173
BERKSHIRE HATHAWAY INC.,8350,06/30/2004,03/31/2004,19121610,200000000,0,,COCA COLA CO,KO,106,50.48,2436
BERKSHIRE HATHAWAY INC.,8350,06/30/2004,03/31/2004,20030N20,5000000,0,5000000,COMCAST CORP NEW,CMCS,131,27.61,884
BERKSHIRE HATHAWAY INC.,8350,06/30/2004,03/31/2004,20033410,1489628,0,198,COMDISCO HLDG CO INC,CDCO,120,0.26,4
BERKSHIRE HATHAWAY INC.,8350,06/30/2004,03/31/2004,22160K10,5254000,0,,COSTCO WHSL CORP NEW,COST,129,41.18,459
BERKSHIRE HATHAWAY INC.,8350,06/30/2004,03/31/2004,31996310,8000000,0,,FIRST DATA CORP,FDC,108,44.52,872
BERKSHIRE HATHAWAY INC.,8350,06/30/2004,03/31/2004,36473010,3447600,0,-9000,GANNETT INC,GCI,127,84.85,272
BERKSHIRE HATHAWAY INC.,8350,06/30/2004,03/31/2004,36476010,15000000,0,,GAP INC DEL,GPS,132,24.25,900
BERKSHIRE HATHAWAY INC.,8350,06/30/2004,03/31/2004,37576610,96000000,0,,GILLETTE CO,G,117,42.40,1003
BERKSHIRE HATHAWAY INC.,8350,06/30/2004,03/31/2004,40411910,14566100,0,-910400,HCA INC,HCA,116,41.59,465
BERKSHIRE HATHAWAY INC.,8350,06/30/2004,03/31/2004,46284610,5018500,0,,IRON MTN INC PA,IRM,134,48.26,86
BERKSHIRE HATHAWAY INC.,8350,06/30/2004,03/31/2004,55261F10,6708760,0,,M & T BK CORP,MTB,105,87.30,119
BERKSHIRE HATHAWAY INC.,8350,06/30/2004,03/31/2004,61536910,24000000,0,,MOODYS CORP,MCO,114,64.66,150
BERKSHIRE HATHAWAY INC.,8350,06/30/2004,03/31/2004,62475610,1929800,0,-517100,MUELLER INDS INC,MLI,124,35.80,35
BERKSHIRE HATHAWAY INC.,8350,06/30/2004,03/31/2004,65410610,6000000,0,,NIKE INC,NKE,132,75.75,186
BERKSHIRE HATHAWAY INC.,8350,06/30/2004,03/31/2004,68989910,1818800,0,,OUTBACK STEAKHOUSE INC,OSI,115,41.36,74
BERKSHIRE HATHAWAY INC.,8350,06/30/2004,03/31/2004,71646E10,659000,0,,PETROCHINA CO LTD,PTR,112,46.30,17582
BERKSHIRE HATHAWAY INC.,8350,06/30/2004,03/31/2004,72027910,8000000,0,8000000,PIER 1 IMPORTS INC,PIR,117,17.69,88
BERKSHIRE HATHAWAY INC.,8350,06/30/2004,03/31/2004,81211K10,1113300,0,-10500,SEALED AIR CORP NEW,SEE,125,53.27,84
BERKSHIRE HATHAWAY INC.,8350,06/30/2004,03/31/2004,81760N10,3731300,0,3731300,SERVICEMASTER CO,SVM,100,12.32,290
BERKSHIRE HATHAWAY INC.,8350,06/30/2004,03/31/2004,82028K20,22000000,0,,SHAW COMMUNICATIONS INC,SJR,131,16.68,221
BERKSHIRE HATHAWAY INC.,8350,06/30/2004,03/31/2004,86791410,5806300,0,,SUNTRUST BKS INC,STI,105,64.99,282
BERKSHIRE HATHAWAY INC.,8350,06/30/2004,03/31/2004,89102710,1938179,0,,TORCHMARK CORP,TMK,119,53.80,111
BERKSHIRE HATHAWAY INC.,8350,06/30/2004,03/31/2004,90329340,6500000,0,,U S G CORP,USG,109,17.58,43
BERKSHIRE HATHAWAY INC.,8350,06/30/2004,03/31/2004,93964010,1727765,0,,WASHINGTON POST CO,WPO,127,930.01,8
BERKSHIRE HATHAWAY INC.,8350,06/30/2004,03/31/2004,94974610,56448380,0,,WELLS FARGO & CO NEW,WFC,105,57.23,1688
BERKSHIRE HATHAWAY INC.,8350,06/30/2004,03/31/2004,95081710,5703087,0,,WESCO FINL CORP,WSC,124,3.62,7
BERKSHIRE HATHAWAY INC.,8350,06/30/2004,03/31/2004,98939010,53955,0,-72900,ZENITH NATL INS CORP,ZNT,119,48.60,19
BERKSHIRE HATHAWAY INC.,8350,09/30/2004,06/30/2004,02581610,151610700,0,,AMERICAN EXPRESS CO,AXP,105,51.46,1268
BERKSHIRE HATHAWAY INC.,8350,09/30/2004,06/30/2004,02971210,10497900,0,,AMERICAN STD COS INC DEL,ASD,122,38.91,214
BERKSHIRE HATHAWAY INC.,8350,09/30/2004,06/30/2004,09367110,14350600,0,,BLOCK H & R INC,HRB,114,49.42,165
BERKSHIRE HATHAWAY INC.,8350,09/30/2004,06/30/2004,19121610,200000000,0,,COCA COLA CO,KO,106,40.05,2426
BERKSHIRE HATHAWAY INC.,8350,09/30/2004,06/30/2004,20030N20,5000000,0,,COMCAST CORP NEW,CMCS,131,27.92,867
BERKSHIRE HATHAWAY INC.,8350,09/30/2004,06/30/2004,20033410,1489628,0,,COMDISCO HLDG CO INC,CDCO,120,20.20,4
BERKSHIRE HATHAWAY INC.,8350,09/30/2004,06/30/2004,22160K10,5254000,0,-1575,COSTCO WHSL CORP NEW,COST,129,41.51,461
BERKSHIRE HATHAWAY INC.,8350,09/30/2004,06/30/2004,31996310,8000000,0,,FIRST DATA CORP,FDC,108,43.50,857
BERKSHIRE HATHAWAY INC.,8350,09/30/2004,06/30/2004,36473010,3447600,0,-200,GANNETT INC,GCI,127,83.76,266
BERKSHIRE HATHAWAY INC.,8350,09/30/2004,06/30/2004,36476010,15000000,0,,GAP INC DEL,GPS,132,18.65,904
BERKSHIRE HATHAWAY INC.,8350,09/30/2004,06/30/2004,37576610,96000000,0,,GILLETTE CO,G,117,41.74,1002
BERKSHIRE HATHAWAY INC.,8350,09/30/2004,06/30/2004,40411910,13500200,0,-1066000,HCA INC,HCA,116,38.15,462
BERKSHIRE HATHAWAY INC.,8350,09/30/2004,06/30/2004,46284610,6935750,0,-592000,IRON MTN INC PA,IRM,134,33.85,129
BERKSHIRE HATHAWAY INC.,8350,09/30/2004,06/30/2004,55261F10,6708760,0,,M & T BK CORP,MTB,105,95.70,117
BERKSHIRE HATHAWAY INC.,8350,09/30/2004,06/30/2004,61536910,24000000,0,,MOODYS CORP,MCO,114,73.25,148
BERKSHIRE HATHAWAY INC.,8350,09/30/2004,06/30/2004,62475610,1361900,0,-567900,MUELLER INDS INC,MLI,124,42.95,35
BERKSHIRE HATHAWAY INC.,8350,09/30/2004,06/30/2004,65410610,6000000,0,,NIKE INC,NKE,132,78.80,185
BERKSHIRE HATHAWAY INC.,8350,09/30/2004,06/30/2004,68989910,1818800,0,,OUTBACK STEAKHOUSE INC,OSI,115,41.53,74
BERKSHIRE HATHAWAY INC.,8350,09/30/2004,06/30/2004,71646E10,659000,0,,PETROCHINA CO LTD,PTR,112,53.76,17582
BERKSHIRE HATHAWAY INC.,8350,09/30/2004,06/30/2004,72027910,8000000,0,,PIER 1 IMPORTS INC,PIR,117,18.08,87
BERKSHIRE HATHAWAY INC.,8350,09/30/2004,06/30/2004,81211K10,1113300,0,-100,SEALED AIR CORP NEW,SEE,125,46.35,84
BERKSHIRE HATHAWAY INC.,8350,09/30/2004,06/30/2004,81760N10,5611600,0,2560900,SERVICEMASTER CO,SVM,100,12.86,291
BERKSHIRE HATHAWAY INC.,8350,09/30/2004,06/30/2004,82028K20,22000000,0,,SHAW COMMUNICATIONS INC,SJR,131,16.68,221
BERKSHIRE HATHAWAY INC.,8350,09/30/2004,06/30/2004,89102710,2029379,0,87547,TORCHMARK CORP,TMK,119,53.18,110
BERKSHIRE HATHAWAY INC.,8350,09/30/2004,06/30/2004,90329340,6500000,0,,U S G CORP,USG,109,18.23,43
BERKSHIRE HATHAWAY INC.,8350,09/30/2004,06/30/2004,93964010,1727765,0,,WASHINGTON POST CO,WPO,127,9.20,8
BERKSHIRE HATHAWAY INC.,8350,09/30/2004,06/30/2004,94974610,56448380,0,,WELLS FARGO & CO NEW,WFC,105,59.63,1689
BERKSHIRE HATHAWAY INC.,8350,09/30/2004,06/30/2004,95081710,5703087,0,,WESCO FINL CORP,WSC,124,351.50,7
BERKSHIRE HATHAWAY INC.,8350,12/31/2004,09/30/2004,02581610,151610700,0,,AMERICAN EXPRESS CO,AXP,105,56.37,1255
BERKSHIRE HATHAWAY INC.,8350,12/31/2004,09/30/2004,02971210,10497900,0,,AMERICAN STD COS INC DEL,ASD,122,41.32,215
BERKSHIRE HATHAWAY INC.,8350,12/31/2004,09/30/2004,09367110,14350600,0,,BLOCK H & R INC,HRB,114,0.49,165
BERKSHIRE HATHAWAY INC.,8350,12/31/2004,09/30/2004,19121610,200000000,0,,COCA COLA CO,KO,106,41.64,2419
BERKSHIRE HATHAWAY INC.,8350,12/31/2004,09/30/2004,20030N20,10000000,0,5000000,COMCAST CORP NEW,CMCS,131,32.84,867
BERKSHIRE HATHAWAY INC.,8350,12/31/2004,09/30/2004,20033410,1509433,0,19805,COMDISCO HLDG CO INC,CDCO,120,22.31,4
BERKSHIRE HATHAWAY INC.,8350,12/31/2004,09/30/2004,22160K10,5254000,0,,COSTCO WHSL CORP NEW,COST,129,48.41,472
BERKSHIRE HATHAWAY INC.,8350,12/31/2004,09/30/2004,24237010,375500,0,375500,DEAN FOODS CO NEW,DF,115,32.95,149
BERKSHIRE HATHAWAY INC.,8350,12/31/2004,09/30/2004,31996310,8000000,0,,FIRST DATA CORP,FDC,108,42.54,830
BERKSHIRE HATHAWAY INC.,8350,12/31/2004,09/30/2004,36473010,3447600,0,,GANNETT INC,GCI,127,81.70,255
BERKSHIRE HATHAWAY INC.,8350,12/31/2004,09/30/2004,36476010,15434243,0,434243,GAP INC DEL,GPS,132,21.12,877
BERKSHIRE HATHAWAY INC.,8350,12/31/2004,09/30/2004,37576610,96000000,0,,GILLETTE CO,G,117,44.78,993
BERKSHIRE HATHAWAY INC.,8350,12/31/2004,09/30/2004,46284610,5000000,0,-1935750,IRON MTN INC PA,IRM,134,30.49,129
BERKSHIRE HATHAWAY INC.,8350,12/31/2004,09/30/2004,55261F10,6708760,0,,M & T BK CORP,MTB,105,107.84,116
BERKSHIRE HATHAWAY INC.,8350,12/31/2004,09/30/2004,61536910,24000000,0,,MOODYS CORP,MCO,114,86.85,148
BERKSHIRE HATHAWAY INC.,8350,12/31/2004,09/30/2004,62475610,1361900,0,,MUELLER INDS INC,MLI,124,32.20,36
BERKSHIRE HATHAWAY INC.,8350,12/31/2004,09/30/2004,65410610,2500000,0,-3500000,NIKE INC,NKE,132,90.69,186
BERKSHIRE HATHAWAY INC.,8350,12/31/2004,09/30/2004,68989910,1818800,0,,OUTBACK STEAKHOUSE INC,OSI,115,45.78,74
BERKSHIRE HATHAWAY INC.,8350,12/31/2004,09/30/2004,72027910,8000000,0,,PIER 1 IMPORTS INC,PIR,117,19.70,86
BERKSHIRE HATHAWAY INC.,8350,12/31/2004,09/30/2004,81211K10,1113300,0,,SEALED AIR CORP NEW,SEE,125,53.27,84
BERKSHIRE HATHAWAY INC.,8350,12/31/2004,09/30/2004,81760N10,5611600,0,,SERVICEMASTER CO,SVM,100,13.79,291
BERKSHIRE HATHAWAY INC.,8350,12/31/2004,09/30/2004,82028K20,22000000,0,,SHAW COMMUNICATIONS INC,SJR,131,18.30,219
BERKSHIRE HATHAWAY INC.,8350,12/31/2004,09/30/2004,89102710,2038979,0,9600,TORCHMARK CORP,TMK,119,57.14,108
BERKSHIRE HATHAWAY INC.,8350,12/31/2004,09/30/2004,90329340,6500000,0,,U S G CORP,USG,109,40.27,43
BERKSHIRE HATHAWAY INC.,8350,12/31/2004,09/30/2004,93964010,1727765,0,,WASHINGTON POST CO,WPO,127,983.02,8
BERKSHIRE HATHAWAY INC.,8350,12/31/2004,09/30/2004,94974610,56448380,0,,WELLS FARGO & CO NEW,WFC,105,62.15,1692
BERKSHIRE HATHAWAY INC.,8350,12/31/2004,09/30/2004,95081710,5703087,0,,WESCO FINL CORP,WSC,124,3.93,7
BERKSHIRE HATHAWAY INC.,8350,03/31/2005,12/31/2004,02581610,151610700,0,,AMERICAN EXPRESS CO,AXP,105,51.37,1248
BERKSHIRE HATHAWAY INC.,8350,03/31/2005,12/31/2004,02971210,10497900,0,,AMERICAN STD COS INC DEL,ASD,122,46.48,214
BERKSHIRE HATHAWAY INC.,8350,03/31/2005,12/31/2004,09367110,13510900,0,-839700,BLOCK H & R INC,HRB,114,50.58,165
BERKSHIRE HATHAWAY INC.,8350,03/31/2005,12/31/2004,19121610,200000000,0,,COCA COLA CO,KO,106,41.67,2410
BERKSHIRE HATHAWAY INC.,8350,03/31/2005,12/31/2004,20030N20,10000000,0,,COMCAST CORP NEW,CMCS,131,33.44,867
BERKSHIRE HATHAWAY INC.,8350,03/31/2005,12/31/2004,20033410,1518978,0,9545,COMDISCO HLDG CO INC,CDCO,120,18.25,4
BERKSHIRE HATHAWAY INC.,8350,03/31/2005,12/31/2004,22160K10,5254000,0,,COSTCO WHSL CORP NEW,COST,129,44.18,478
BERKSHIRE HATHAWAY INC.,8350,03/31/2005,12/31/2004,24237010,375500,0,,DEAN FOODS CO NEW,DF,115,34.30,150
BERKSHIRE HATHAWAY INC.,8350,03/31/2005,12/31/2004,31996310,8000000,0,,FIRST DATA CORP,FDC,108,39.31,786
BERKSHIRE HATHAWAY INC.,8350,03/31/2005,12/31/2004,36473010,3447600,0,,GANNETT INC,GCI,127,79.08,251
BERKSHIRE HATHAWAY INC.,8350,03/31/2005,12/31/2004,36476010,15434243,0,,GAP INC DEL,GPS,132,21.84,859
BERKSHIRE HATHAWAY INC.,8350,03/31/2005,12/31/2004,37576610,100980000,0,4980000,GILLETTE CO,G,117,50.48,994
BERKSHIRE HATHAWAY INC.,8350,03/31/2005,12/31/2004,46284610,5000000,0,,IRON MTN INC PA,IRM,134,28.84,130
BERKSHIRE HATHAWAY INC.,8350,03/31/2005,12/31/2004,55261F10,6708760,0,,M & T BK CORP,MTB,105,102.06,114
BERKSHIRE HATHAWAY INC.,8350,03/31/2005,12/31/2004,61536910,24000000,0,,MOODYS CORP,MCO,114,80.86,149
BERKSHIRE HATHAWAY INC.,8350,03/31/2005,12/31/2004,62475610,851800,0,-510100,MUELLER INDS INC,MLI,124,28.15,37
BERKSHIRE HATHAWAY INC.,8350,03/31/2005,12/31/2004,65410610,2474600,0,-25400,NIKE INC,NKE,132,83.31,186
BERKSHIRE HATHAWAY INC.,8350,03/31/2005,12/31/2004,68989910,1818800,0,,OUTBACK STEAKHOUSE INC,OSI,115,45.79,74
BERKSHIRE HATHAWAY INC.,8350,03/31/2005,12/31/2004,72027910,8000000,0,,PIER 1 IMPORTS INC,PIR,117,18.23,86
BERKSHIRE HATHAWAY INC.,8350,03/31/2005,12/31/2004,74271810,630000,0,630000,PROCTER & GAMBLE CO,PG,107,53.00,2523
BERKSHIRE HATHAWAY INC.,8350,03/31/2005,12/31/2004,81211K10,1113300,0,,SEALED AIR CORP NEW,SEE,125,51.94,84
BERKSHIRE HATHAWAY INC.,8350,03/31/2005,12/31/2004,81760N10,5611600,0,,SERVICEMASTER CO,SVM,100,13.50,292
BERKSHIRE HATHAWAY INC.,8350,03/31/2005,12/31/2004,82028K20,22000000,0,,SHAW COMMUNICATIONS INC,SJR,131,20.28,219
BERKSHIRE HATHAWAY INC.,8350,03/31/2005,12/31/2004,86791410,3204600,0,3204600,SUNTRUST BKS INC,STI,105,72.07,361
BERKSHIRE HATHAWAY INC.,8350,03/31/2005,12/31/2004,89102710,2074879,0,35900,TORCHMARK CORP,TMK,119,52.20,106
BERKSHIRE HATHAWAY INC.,8350,03/31/2005,12/31/2004,90329340,6500000,0,,U S G CORP,USG,109,33.16,43
BERKSHIRE HATHAWAY INC.,8350,03/31/2005,12/31/2004,93964010,1727765,0,,WASHINGTON POST CO,WPO,127,894.00,8
BERKSHIRE HATHAWAY INC.,8350,03/31/2005,12/31/2004,94974610,56448380,0,,WELLS FARGO & CO NEW,WFC,105,59.80,1695
BERKSHIRE HATHAWAY INC.,8350,03/31/2005,12/31/2004,95081710,5703087,0,,WESCO FINL CORP,WSC,124,384.98,7
BERKSHIRE HATHAWAY INC.,8350,06/30/2005,03/31/2005,02581610,151610700,0,,AMERICAN EXPRESS CO,AXP,105,53.23,1246
BERKSHIRE HATHAWAY INC.,8350,06/30/2005,03/31/2005,02971210,10497900,0,,AMERICAN STD COS INC DEL,ASD,122,41.92,213
BERKSHIRE HATHAWAY INC.,8350,06/30/2005,03/31/2005,19121610,200000000,0,,COCA COLA CO,KO,106,41.75,2408
BERKSHIRE HATHAWAY INC.,8350,06/30/2005,03/31/2005,20030N20,10000000,0,,COMCAST CORP NEW,CMCS,131,29.95,835
BERKSHIRE HATHAWAY INC.,8350,06/30/2005,03/31/2005,20033410,1518978,0,,COMDISCO HLDG CO INC,CDCO,120,17.03,4
BERKSHIRE HATHAWAY INC.,8350,06/30/2005,03/31/2005,22160K10,5254000,0,,COSTCO WHSL CORP NEW,COST,129,44.73,479
BERKSHIRE HATHAWAY INC.,8350,06/30/2005,03/31/2005,24237010,375500,0,,DEAN FOODS CO NEW,DF,115,35.24,150
BERKSHIRE HATHAWAY INC.,8350,06/30/2005,03/31/2005,31996310,8625000,0,625000,FIRST DATA CORP,FDC,108,40.14,779
BERKSHIRE HATHAWAY INC.,8350,06/30/2005,03/31/2005,36473010,3447600,0,,GANNETT INC,GCI,127,71.13,248
BERKSHIRE HATHAWAY INC.,8350,06/30/2005,03/31/2005,36476010,15434243,0,,GAP INC DEL,GPS,132,19.75,902
BERKSHIRE HATHAWAY INC.,8350,06/30/2005,03/31/2005,37576610,100980000,0,,GILLETTE CO,G,117,50.63,998
BERKSHIRE HATHAWAY INC.,8350,06/30/2005,03/31/2005,43707610,945000,0,945000,HOME DEPOT INC,HD,109,38.90,2146
BERKSHIRE HATHAWAY INC.,8350,06/30/2005,03/31/2005,46284610,5000000,0,,IRON MTN INC,IRM,134,31.02,130
BERKSHIRE HATHAWAY INC.,8350,06/30/2005,03/31/2005,52977110,1000000,0,1000000,LEXMARK INTL NEW,LXK,108,64.83,124
BERKSHIRE HATHAWAY INC.,8350,06/30/2005,03/31/2005,54866110,390000,0,390000,LOWES COS INC,LOW,109,58.22,772
BERKSHIRE HATHAWAY INC.,8350,06/30/2005,03/31/2005,55261F10,6708760,0,,M & T BK CORP,MTB,105,105.16,114
BERKSHIRE HATHAWAY INC.,8350,06/30/2005,03/31/2005,61536910,48000000,0,,MOODYS CORP,MCO,114,44.96,300
BERKSHIRE HATHAWAY INC.,8350,06/30/2005,03/31/2005,62475610,851800,0,,MUELLER INDS INC,MLI,124,27.10,37
